Taluks,Population 2011_Rural_male,Population 2011_Rural_female,Population 2011_Rural_total,Population 2011_urban_male,Population 2011_urban_female,Population 2011_urban_total,Population 2011_Rural_urban_total,Population 2011_Decadal Change in percentage_2001 - 11Rural,Population 2011_Decadal Change in percentage_2001 - 11_urban,Population 2011_Decadal Change in percentage_2001 - 11_total
Chincholi,94789.26600068682,94159.12810401515,188942.3297493949,10855.107399892933,10045.76319755497,20901.774329584463,209845.0976856363,12.106177490908017,23.10904254744582,11.89123666738468
Savanur,62396.105004337674,58562.827351356005,120955.7861934022,20756.14513228594,19808.044538437203,40571.16768997158,161518.9722694634,9.704250953880532,15.73526193114296,15.409819960949703
Bangalore-South,81039.23597346061,73484.4583087016,154527.26729420468,1176042.1767970067,1077600.0830792778,2253640.762813632,2408156.867038932,15.266809199930401,36.21178133373354,35.58772966428526
Hiriyur,116032.69294195127,113687.31575927827,229716.8225354564,28129.776966218138,28294.410255823193,56419.82222590996,286133.5257401185,8.134034889942654,16.540787434021333,7.313738776677508
Hoskote,111040.61977488367,102798.41271439086,213834.1503209797,29265.983311093125,27720.7733210066,56975.848845386674,270816.4825883322,11.089874159357159,57.73492476104165,25.526869646651022
Dandelli,5390.379447419513,5256.628492974968,10644.65018713522,27993.2292831296,27627.918951888198,55627.18614128686,66271.27213005764,30.773689176105226,-7.713083026108633,-0.9141931824961271
Gulbarga,99220.47030449843,95018.72541484068,194236.8263226517,276553.9467955314,266599.7524532756,543150.4984146364,737391.6742171438,13.832691543908638,28.689100725298374,22.840835381129402
ANNIGERI,23369.985111156428,22653.070039122857,46024.443505503164,14172.528846247993,14095.916790338022,28262.575872700803,74286.753659862,10.493228882813872,7.452817259965172,2.612959784688327
Indi,135070.5001350689,125678.28038672199,260750.50269839208,19532.253646035548,18688.992509027852,38217.81984568105,298966.0840325553,20.049180422279065,13.393720569266296,17.3026160238484
Hunsur,117511.32002024651,114579.23153360431,232096.01467800234,25429.9239237445,25438.977832737433,50861.030667738996,282960.464306791,12.73734348293034,19.52904294080723,10.162355149422957
Mudhol,98934.29593397326,99059.51247037083,197989.806354253,26065.356977848696,26132.02682951886,52198.05737570821,250192.78273934737,13.775445015559674,19.862184498711358,21.38609817761625
Ponnampete,41672.20442190122,42872.79787607778,84542.20927284981,4194.238509427818,4106.702964955073,8303.119762834454,92847.68248021805,0.48790880496572786,-0.2946620035159677,2.9120931645787396
Bijapur,72852.21349849834,68384.5794168944,141229.02505849095,165174.04879841927,162246.33234808693,327428.7806688653,468652.4823770096,23.293200423884162,32.187525102187564,27.035736248047208
Shahapur,93202.05984250004,91727.7912514297,184932.50156599484,35217.01879503448,33724.0019637433,68941.02094890906,253864.31198757954,22.0685589322147,5.8390903780516155,23.27218278220581
Yelahanka,93303.38276464719,82162.3296379578,175472.91683867003,248423.362019752,225518.23283581846,473942.22222660953,649415.2105910006,69.63665211656057,57.88247511744076,48.913268755393275
Pavagada,109379.13253368618,107325.84139892308,216709.29048453987,14301.734833105942,14191.61905067555,28486.971168684162,245192.20039595044,3.247179591460941,0.6667962531637182,-1.7922522387174518
Shimoga,93240.7345982119,91433.84637931208,184671.27317177661,162021.98311281126,160629.36354638718,322648.4898503384,507324.43475288036,7.714078569276244,14.502169992618583,10.251951942745256
Siddapur,41170.24698379834,41951.532738000824,83114.94750398542,7055.166565124258,7151.586738077144,14202.471784554047,97322.89315841957,-2.156001449806105,3.1680428351120224,-3.8815597806922306
Sirivara,61044.80187677407,61733.640785244774,122769.77318914142,9564.542274111689,9724.54915877407,19298.741613642385,142070.8556208124,4.886431551927382,0.6865233272344984,0.2879490350067524
Humnabad,80041.93855596535,76773.27469696118,156809.3538190961,22798.766425248166,21690.77205809602,44483.95875452817,201297.98027530767,3.4947250598662034,20.738455877770892,9.682018868511465
Piriyapatna,116467.38562665749,109915.60615708656,226393.34569048177,8284.981988523243,8402.909487760786,16689.838095747855,243077.1410857714,10.561436214241201,11.914888719088921,10.933570302154038
Puttur,61945.5563861803,62665.71120699488,124607.04987541595,30303.59988776038,30566.070010223553,60869.12242811961,185486.81582736602,-0.3512824153880798,23.61577657985666,9.547609368322735
Mulki,23222.874209937483,25471.79336255751,48695.05099128309,11641.048757265678,12872.318796830481,24510.50603444654,73201.88802707942,-12.68745531620862,51.03231696496583,6.245091412647522
Chincholi,94784.19724402406,94157.26268099684,188947.878675878,10851.160963738941,10044.612917781358,20898.69764903491,209847.12704424447,12.975824101609632,18.06303682738043,15.041426819662837
Mandya,139949.51597791165,137853.6173820555,277793.2952768702,68661.46871355629,68697.14542870772,137357.01377427106,415148.53931587434,3.3277308701571564,3.267587628971892,4.8126362128272735
Navalgund,46930.56749019653,44370.47346935094,91301.24676681295,12468.97431109844,12146.76376706068,24617.097251343515,115914.85657496582,3.4411313798670653,14.843681413949051,5.314078701995719
Hangal,118864.77076559581,113431.73879955019,232298.2140361492,14310.660434809062,13854.326949599512,28156.03683011733,260450.43932890563,16.9831902336169,11.014887761330074,7.8742698734212615
Bramhavara,70182.14653198229,77179.32710634085,147365.6979486494,12848.125509698903,13859.872923875144,26714.982570051012,174073.26023063256,-3.6161954339979596,74.3919745507297,1.306482066593483
Tikota,59763.08924772898,55497.61605144135,115261.4279192631,6813.933806511207,6512.151234777248,13335.648977171222,128586.56438679121,21.04761331394243,16.968604759138675,24.05278561952314
Gajendragad,31503.8045585895,30932.690201777048,62446.45684071528,24582.44789074076,24470.089162451142,49044.270336624984,111493.1106824517,6.36415360498446,13.175223452861266,8.690341958838465
Hosanagar,55671.75221622054,56715.26912273995,112377.11762582557,2842.3621430907046,3002.0345250304376,5835.322609315016,118219.31654012851,4.847857327499159,20.298810337876,-0.02794135623019578
Sonduru,102418.834882888,97800.65219950683,200219.0564105285,31614.41693595742,28377.451808511447,59988.41356155185,260211.84758700596,24.372689877187216,114.32252454349808,38.09621756527993
Sakleshpura,51571.15438951147,53708.59835582663,105283.2910082413,11553.973625381805,11798.51427158735,23349.79021786423,128633.44261789162,-2.4325988572648427,0.7090829609879039,5.244897356892908
Ramadurg,113564.586527056,110162.94498874099,223731.90019916758,17346.691992038617,17450.33798965825,34796.46029090654,258530.07957174687,19.969309067139495,-7.7238111228236335,16.578650001030205
Gurumithakala,60786.27703608461,61863.57795291718,122649.24010528391,10534.684420025083,10078.426897420906,20614.63595031522,143263.61017184504,-2.4020551725829673,-1.066285481853436,-0.3622546082343554
Bangalore (North),48374.690952525285,46350.13324641659,94723.39256775465,2390008.8763159546,2228689.8552589295,4618708.524575752,4713429.206899646,33.33920156132428,222.7510836635445,197.3065436306472
Kadur,107616.4086015219,106492.87010155531,214111.63976259562,28337.93232918629,28545.07331928295,56878.7902437282,270988.5969690376,-4.732174677988444,5.329304408278049,5.680345973296602
Aurad,78324.01498099978,74874.10147032833,153196.37185518976,10053.248515580708,9790.39132381852,19848.393138403626,173049.808611345,18.577604206592948,21.89400950693509,11.045022643619035
Shahbadha,13317.042778358375,13193.350845848405,26519.531354014867,30598.800370597597,30665.297607108172,61263.41630859261,87778.73681086715,1.877213782472079,7.74312259779359,10.46419564090543
Vadagera,55041.261561005515,54703.092460675995,109754.6026578607,4.804992167654971,4.352464181848813,-2.3866625148910603,109749.69962046416,0.09681851686238829,2.151263369426659,-3.3809122511818335
Ankola,38105.229445636964,37280.72269082076,75387.28718529906,15857.740645800377,16088.559881754714,31943.4949258351,107331.5929600333,-0.5344998406996362,18.654670465072314,3.063572977252261
Ratteehalli,49571.131705235726,47123.07980967543,96696.97708198498,7332.545922960734,6942.179751685839,14272.94036485159,110979.53822548187,5.648239620610669,17.915619611310767,4.73563119923884
Kagavada,50366.16473957413,47890.11816239891,98261.23152092265,27900.21679814971,27100.44954844674,54993.467716951105,153253.8667820454,5.223372294748453,10.041861859297494,11.672269436317558
Hubballi Nagara,-2.858446068395816,-1.7007164708042657,3.461113300565051,324794.70513336826,320734.1164517314,645521.7595230271,645519.7463786827,0.17087670386230602,24.061018151797214,26.299809703339417
Ullala,26685.480583521003,26624.646517996036,53320.09837871607,78711.1802196255,80753.32320919842,159461.60645976732,212782.8475397464,-39.86090324333021,57.93112241417696,19.209004006128637
Gauribidanur,123060.85554909751,120058.60157561584,243117.07993629714,23991.4983366099,23893.483626879533,47876.67084736667,291001.03200191306,0.2520990707319073,59.06261985758947,3.543186116397218
Gurumithakala,60782.8216075709,61857.457362803965,122644.8119416717,10538.669933321176,10077.764356401765,20618.866391414304,143260.3552611532,2.9090198949409523,-4.126249105361778,-3.181216405519166
Kukanuru,46754.76098088018,45838.26488190685,92590.98902386178,9071.678524590256,8956.783392798505,18033.277391888678,110623.96338081168,8.4198160721235,11.36085331291649,11.055349702519202
Mudalagi,92829.60771894953,91818.5120286854,184642.7152475035,14698.268863805739,14431.932783433342,29131.998206757125,213769.4265379809,17.11747848358975,-0.9907598298900067,18.688859245211937
Malavalli,123912.8063955447,121754.89979728467,245662.57512691402,18789.605807618176,18811.458954375707,37601.43407281292,283266.31579975144,-1.9333684114531255,8.578424801438665,-1.8564672800283826
Rona,64998.210473274776,64325.3140695203,129324.24179653835,11477.435297094513,11830.682213632153,23308.23347311382,152633.71782489013,9.448525062621876,4.740200370163579,4.902533880256129
Tumkur,150269.74307562737,139977.6422965431,290250.73291777534,152921.74759319023,149213.59892887156,302140.1746362942,592392.0992664573,8.821342030389395,5.453348164597897,16.57913448471268
Byadagi,57010.376012457185,53993.47433370951,111009.0268718173,15125.077148779243,14879.793140355201,30012.28164937259,141028.60473518865,10.64876924261366,18.257715146983514,12.185243617095674
Harihar,83310.85204542548,80363.73491055612,163672.59738380872,46027.81214291806,44471.60811426399,90497.9314132962,254172.31237037326,7.451959892041009,-1.5310955415386531,-0.3656145318139843
Bagepalli,76062.24618461009,74509.11134549536,150575.88917842665,16846.08424472032,16080.029341244732,32920.46359320633,183497.0394255061,1.3060508460017832,59.99100701580123,5.415366586662723
Mangalore,31403.241371968306,32523.699512993608,63928.72783430714,289305.80005514185,293487.44811274094,582794.40154725,646719.7624603,27.774314383722505,29.815309663929458,13.088000139862007
Shahapur,93203.72254599885,91733.64312029566,184932.41742480028,35214.22366085525,33730.18574546881,68943.39132823616,253869.68692459338,13.6115385142623,11.265419085742945,22.736746396462806
Basavan Bagewadi,61760.510440973056,59758.82542803761,121508.2104766253,24361.861787705104,23944.198797759283,48308.22053311009,169820.8095457273,6.198924552859015,11.376445994034249,5.549664142241184
Somavarapete,55144.4924582209,57134.28215406533,112277.7159091917,3367.7440178781385,3364.0788450857067,6724.2093614341,119000.08538145968,4.7583723861176495,11.109965281775176,-2.1295449461189824
Nyamati,41887.55756041795,37987.46344867373,79878.48757697866,4671.795214521296,4607.079687168536,9287.53470106352,89167.2027554823,-1.98986983790956,0.4522877935649694,1.7986623932370396
Ullala,26688.38338808389,26624.82905102876,53313.30755114948,78717.64253522707,80750.44879233289,159465.55152334133,212778.99014199173,-40.64393682407735,55.890630626529116,15.667752147137158
Kadur,107617.8678118324,106490.64981577537,214110.04717088924,28332.186058527313,28536.878278950535,56872.388464790114,270991.0430626266,1.7146169615605842,6.799360191979989,-1.5852591895878758
Pandavpura,81862.34427521555,81088.86444213917,162956.4406872684,10172.63752862422,10230.045794417498,20396.27134349873,183355.08584266386,4.744316968925189,15.694304627873176,5.1886421834353555
Chincholi,94787.52667132337,94160.79172396577,188943.76288225094,10853.148311454328,10049.666312710557,20900.982410464898,209846.48679033702,16.399709402296445,20.78893787682428,18.680639631108296
Gudibande,23461.117320929658,22932.24632645195,46387.352859926315,4610.579381660845,4821.425547322407,9443.594214741623,55828.24275851124,7.50413192885881,8.59905351982307,10.000671391798988
Gubbi,122878.86500269441,121192.33827071995,244076.2882829789,9224.320139807556,9224.274426617658,18445.800180593917,262517.16676282213,4.843345100985435,6.395117703715586,-0.7161702900110947
Byadagi,57012.62318079518,54001.51064692041,111010.09041692114,15126.08585121047,14888.645995534727,30018.428891081294,141024.71197957176,5.6753433005255,21.41562372792721,9.032757946239574
Gulbarga,99215.4552522804,95025.7233364764,194243.41350399816,276549.4393968504,266592.80352524586,543144.0310624689,737385.830960232,13.021536742720402,27.591008528933983,27.285979718393776
Kalagi,50111.25781091955,50771.121133362816,100889.24286398094,4592.051023219155,4544.913018433197,9147.869643105834,110032.51893797687,8.984460615774614,-2.2885509523662346,6.696942299837943
Aland,140007.2974445245,131924.8117475046,271926.7702014474,21880.8605169987,20487.62930896701,42372.12247038934,314304.44972237945,9.897924003477817,24.740939754406053,10.908982386026905
Puttur,61949.75120796675,62663.85903149718,124613.53577309208,30302.705259802977,30567.5103131743,60878.99026624161,185489.16357305148,8.43903378354472,30.501678113850097,6.420184656057961
Koratagere,76745.54885313065,75574.95657014551,152329.74846362,7600.4900932767205,7661.446234525732,15268.246824811047,167593.004238904,4.9733484540412825,15.317914205343099,5.45598566303688
Aurad,78322.107284233,74882.925254081,153200.57830184945,10061.973932116342,9791.240141145601,19845.883186761825,173044.04731422607,10.975765442963965,17.139888654538762,9.841392196993667
Shikaripura,93949.0519938132,91404.33797058676,185352.3473923468,26536.888964384994,26340.371350046928,52879.29235532187,238228.31295326143,10.04597264139126,14.222645234070738,6.752079675078342
Yelahanka,93301.35341738745,82164.29546304804,175472.41630809594,248423.79585541613,225524.70889854289,473947.05736560747,649410.2220336316,67.75272377236645,62.12295973753267,53.900334403896956
Maski,78622.64307799918,78112.10852367603,156728.3606869569,17569.568178524583,17533.367764107054,35105.53166003486,191832.10350269076,2.1274675521247035,4.4931870873815,3.131136011091325
Shirahatti,37464.5966085433,35819.25317621761,73295.2903591113,8818.452296875319,8792.97501756739,17611.796364675043,90904.03258445897,9.885082879808863,11.218754151474496,9.840243875114039
Davanagere,124979.02104643505,122021.32193849105,247012.2102788692,219777.58237254506,215197.42859484217,434972.3173265789,681977.645903968,0.046168143364056835,17.995702923335596,16.058063850143295
Alur,38958.99247121126,39757.17452219011,78711.95710540857,3294.000225406868,3246.2249219102096,6545.680344711607,85252.82031549374,1.3491654886708682,8.612122757871521,-2.1725611324172434
Haliyal,41208.08540283287,39705.82318554873,80915.92194714278,12203.562103023596,12040.867129723896,24239.960800878813,105152.33888735932,8.865257756672655,15.5988054393633,8.385441858542322
Gurumithakala,60785.47804632661,61862.320133745154,122643.15214616686,10531.498310699688,10076.328068859972,20609.024740448003,143264.01133493744,-2.9643446303345025,0.9258803295407159,-4.558981296537877
Belthangady,124667.29849415558,127127.34719369325,251805.68473096858,7299.9976983654915,7494.243492475574,14788.4805271332,266589.3677156134,-6.957592134830248,7.342304828820678,9.317997016400337
Bidar,129627.9393095613,124293.6814689305,253920.54060545593,111467.49378386654,104554.8493335105,216019.6624234653,469939.5454993883,9.810396253807781,26.143787613045028,13.947559068496158
Sulya,53423.20975405422,54250.22601449468,107676.84887216518,9698.088802091652,10262.615817143136,19959.968250802885,127632.57584603045,3.1713508402829826,13.585897252665756,6.925218335142388
Piriyapatna,116466.06098337463,109915.8737324402,226387.9235364781,8287.972292853603,8397.974157794828,16689.62782793683,243072.78095590297,12.672177526367959,11.91141379195174,9.653306324418487
Talikote,50582.65975556655,49873.41965664212,100455.62536088687,15940.167934367939,15754.496164553113,31695.843800114748,132151.74933969416,8.581289836941172,18.12131749749805,34.332172499709564
Kadaba,55096.06316110257,55310.19779213574,110414.57775826487,4766.950851971044,4780.805529278743,9550.060797945327,119957.3924371413,2.7497271399966037,7.727898575672947,1.3396846537027312
Chikballapur,76728.6328808843,72161.27644554747,148884.65329126202,32128.062247184585,31525.254549834368,63652.67088881422,212534.95797858556,8.594284735047747,20.7554391902573,9.530317624154193
Harihar,83301.28583807289,80365.02035065627,163671.11512857472,46025.431840269885,44468.424182931194,90500.92501033678,254170.2044693455,4.0595665049470195,3.4650868711590914,3.5923294675109045
Muddebihal,73120.16800839506,71996.61304231826,145110.24541965683,17191.139532133322,17032.79161474844,34214.20334887008,179332.08991709055,1.881852242329139,16.73597503412995,7.269592921513336
Shahapur,93202.86039321935,91729.10701874128,184927.11651494447,35212.61225370407,33729.1878166164,68935.97344762553,253872.765552751,22.758343572824447,6.744582324255287,28.1848539396034
Savadatti,114938.1100205764,111219.17438706124,226146.15759757799,20594.22678999583,20618.44349755013,41212.1002232431,267364.6216975057,12.51070141118253,7.139927201636328,15.275255391767608
Honnavar,73672.45952954987,73482.91450473377,147155.9551543358,9527.92964224908,9586.390716884143,19108.165912154287,166268.71679181585,-1.6026061905797482,9.853547011069303,0.0009280071256450029
Ratteehalli,49573.24148911525,47125.660552081164,96702.0015682149,7329.52241076114,6942.737524331406,14270.924832883313,110975.88031851177,6.41799631446537,17.09386086179704,4.3791478834669135
Yelahanka,93307.8479241989,82160.41477270279,175472.55129200645,248425.77393568816,225524.35207233683,473940.857862241,649410.6940301411,71.862436476657,58.721973832529095,51.2815786321671
Yadrami,54837.91322130471,52368.76952280733,107206.02141399356,5435.390012309666,5161.694033174576,10597.805313252866,117806.88798270133,15.485923512886297,1.8383435233954306,7.490987072649585
Bidar,129624.21303086044,124292.62945183858,253919.17594049367,111469.72800500724,104552.74839606098,216015.82403195614,469938.15361219516,9.017361052748818,28.08192879904766,14.514193552897149
Afzalpur,99163.73993245797,94085.48789717225,193249.41044480162,13890.46884825881,13191.262122443863,27091.132651268825,220337.41135248795,21.92575486356227,40.1175965942412,24.673664018410506
Kalasa,15390.363181250408,15465.953300617404,30850.717921770625,2.692499009509471,1.111983936276868,-2.919462180020811,30856.939311346578,5.632275836425004,-1.8809400321420378,6.947259072147085
Savanur,62400.42807199527,58553.08104246585,120956.82836964681,20755.051406404007,19811.842078732476,40571.42852476892,161524.35456152263,9.311861185180815,12.481669026140434,16.395822404220034
Chikkodi,158544.35104184403,151516.1271147961,310056.7582306621,23077.12740229434,23014.85968680375,46089.76225082992,356148.756516594,26.222152446906016,13.176189795290455,22.574058457123435
Chitradurga,138536.00470358337,133607.0975669678,272143.07160345267,76030.48584832846,75709.79232910166,151735.4380664087,423882.1928600856,12.301187873161002,21.412640330281327,8.793300610791512
Nippani,98697.66539862097,95080.5697594629,193776.24981381153,39486.180910974545,39393.8922954416,78870.45524719106,272657.83615530457,-10.440690926443175,12.915127469066961,-2.6331417228915566
Hangal,118864.6733857525,113430.55263611491,232297.14485373706,14311.676359108042,13853.902082052446,28162.029461918766,260454.4346997869,9.932231040811345,8.238784067309624,17.610415793720225
Lingasugur,119552.34269743503,117790.37548591281,237335.07411633653,32501.973322601745,31801.0483764166,64302.7590593953,301639.93128624314,18.72905575761885,18.53173438072499,22.92444842241679
Devara Hipparagi,50730.48453861432,48550.22725421213,99282.08687912104,8463.822372848404,8083.120889442158,16551.431992219845,115838.655415485,3.807669138583769,48.37127267943598,3.597397427699593
T.Narasipura,120619.45983970922,119919.71049563707,240543.92952800062,25635.980949274133,25856.629898772237,51496.880491312615,292036.8412764438,1.5313356467824097,55.643061296506815,5.216026347596799
Somavarapete,55136.61889110032,57134.36278385669,112273.17329276449,3363.389822865801,3361.158041247634,6733.749146178085,119007.73716741185,4.668615703061757,10.273537179667128,-3.6546797979807666
Madhugiri,120084.00584006836,118619.99828594334,238706.16414342474,14587.306063862306,14570.324382518495,29155.001249452744,267863.0715903327,1.8413307930305525,5.979092319667069,0.051138886802142736
Nippani,98695.3925056049,95086.89109591457,193781.04571670754,39479.37264087352,39397.119141260446,78871.94301783049,272652.99206245964,-5.842134364401128,10.200903697857417,-6.525152498708867
Madikeri,56546.89401710846,56658.721887186875,113199.06049925393,16426.84754741308,16956.62149157005,33377.49047654322,146578.48099679447,2.9366648563630564,4.867526905929704,7.80506000449773
Gajendragad,31508.039519537717,30936.260266681013,62447.60167919784,24576.703821819276,24465.798277211623,49051.407671017856,111493.45117036885,9.479038352781082,10.195492630244908,3.95843331057982
Mudalagi,92822.2881919929,91820.08232690253,184644.1698797577,14695.641938684628,14435.480499461893,29128.03674397734,213772.14954299506,13.758021078131618,-0.3621907943864646,15.95407644452958
Devara Hipparagi,50727.854132401175,48553.74560996808,99284.3098997602,8462.490504407417,8090.738306401196,16557.050644557596,115838.30213027516,5.551873147198122,40.05605875003479,8.316370568825871
Kadur,107615.38810614905,106491.36196241832,214110.84644236538,28333.416577880776,28536.167331181823,56871.61360719334,270988.22833222937,0.18895320913715863,2.846405243169052,4.665525992323679
Davanagere,124986.21525078335,122020.57925740677,247006.106349747,219773.18821999396,215192.2417096764,434970.73159730935,681976.391533777,8.225403759377286,22.494248880553307,16.714402765904264
Kalgatgi,71202.00817594124,66541.26153161189,137739.2658412025,8528.7372682152,8391.976860234752,16921.64061586791,154655.2970804981,14.222021210725659,11.466420893778164,14.857281136813125
Holalkere,93961.20985410626,91276.74696782298,185237.09466933098,11029.429669410336,10993.493987622101,22014.90375578191,207258.9697942204,-1.643199404284684,51.09692553381178,0.453969550190636
Khanapur,113405.46462948108,110580.81588349502,223989.76367044426,17189.603086241685,16904.032643685463,34105.50476176725,258086.82555646295,-0.29166611552869215,48.00879438930695,3.403460401594539
Jamakhandi,98650.90299440912,96379.74677011008,195033.75657601602,33932.889654944214,35005.933525582834,68935.49226515154,263973.59960051754,10.43403804178697,22.81518631309165,18.608786031450983
Sindagi,59594.80262193043,56136.40208489282,115719.52328842162,18879.470607102267,18346.902351988258,37224.60312673423,152952.01615710233,22.71642522539627,33.269459733076594,27.265161526621412
Ranebennur,111087.21845414609,104470.86119912531,215547.97912062737,60925.60418110462,58801.58780949571,119728.44941850797,335278.8687322745,-0.3338637657542791,27.369852529539582,5.088816075243576
